symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SCR_4mM_A	Gcn1_SCR_4mM_B
ENSMUSG00000003617.16|Cp	9139	9867	10997	11848
ENSMUSG00000003623.4|Crot	1450	1758	1307	1499
ENSMUSG00000003644.17|Rps6ka1	1330	1239	1788	1909
ENSMUSG00000003660.10|Snrnp200	5597	5887	6022	6914
ENSMUSG00000003662.10|Ciao1	950	933	848	990
ENSMUSG00000003680.16|Taf6l	199	213	148	186
ENSMUSG00000003721.14|Insig2	1308	1484	1486	1565
ENSMUSG00000003731.13|Kpna6	2192	2431	2074	2380
ENSMUSG00000003746.16|Man1a	834	1009	1013	1182
ENSMUSG00000003752.9|Itpkc	223	270	250	317
ENSMUSG00000003762.13|Coq8b	129	170	157	182
ENSMUSG00000003778.14|Brd8	2251	2636	2680	3020
ENSMUSG00000003779.16|Kif20a	1430	1666	1342	1497
ENSMUSG00000003808.18|Farsa	1782	1786	1739	2143
ENSMUSG00000003809.14|Gcdh	433	488	340	356
ENSMUSG00000003810.12|Mast2	1793	1827	2130	2365
ENSMUSG00000003812.13|Dnase2a	414	490	372	323
ENSMUSG00000003813.15|Rad23a	2488	2426	2868	3206
ENSMUSG00000003814.8|Calr	17170	19209	18148	22582
ENSMUSG00000003824.12|Syce2	315	353	230	230
ENSMUSG00000003847.16|Nfat5	4929	5831	4406	4723
ENSMUSG00000003848.14|Nob1	1260	1357	1351	1510
ENSMUSG00000003849.8|Nqo1	276	273	177	206
ENSMUSG00000003863.18|Ppfia3	84	109	117	117
ENSMUSG00000003865.16|Gys1	2500	2410	2943	3332
ENSMUSG00000003868.14|Ruvbl2	2360	2391	2193	2687
ENSMUSG00000003873.11|Bax	1707	1677	1712	1982
ENSMUSG00000003923.14|Tfam	1397	1648	1639	1760
ENSMUSG00000003929.11|Zfp81	692	857	642	660
ENSMUSG00000003934.5|Efnb3	38	48	24	33
ENSMUSG00000003948.17|Mmd	1200	1475	822	905
ENSMUSG00000003955.8|Fam162a	1698	1783	2007	2037
ENSMUSG00000003970.9|Rpl8	30115	32861	33540	37960
ENSMUSG00000003992.15|Ssbp2	202	202	330	395
ENSMUSG00000004018.9|Fancl	266	341	339	390
ENSMUSG00000004032.10|Gstm5	1004	1031	1109	1197
ENSMUSG00000004035.12|Gstm7	68	63	59	78
ENSMUSG00000004040.16|Stat3	2495	2716	2981	3488
ENSMUSG00000004043.14|Stat5a	245	255	213	215
ENSMUSG00000004044.9|Cavin1	6144	7358	5277	5821
ENSMUSG00000004054.9|Map3k11	536	554	537	602
ENSMUSG00000004056.15|Akt2	1241	1276	1114	1194
ENSMUSG00000004069.17|Dnaja3	1997	2195	2563	2965
ENSMUSG00000004070.15|Hmox2	555	515	544	620
ENSMUSG00000004071.13|Cdip1	785	781	699	741
ENSMUSG00000004085.14|Map3k20	757	921	730	844
ENSMUSG00000004096.9|Cwc15	2192	2385	2211	2294
ENSMUSG00000004098.7|Col5a3	20	23	25	38
ENSMUSG00000004099.16|Dnmt1	4058	4369	3040	3552
ENSMUSG00000004100.12|Ppan	1479	1668	1779	2069
ENSMUSG00000004105.8|Angptl2	316	335	534	609
ENSMUSG00000004127.12|Trmt10a	523	652	661	802
ENSMUSG00000004151.17|Etv1	133	149	235	232
ENSMUSG00000004187.11|Kifc2	80	80	59	78
ENSMUSG00000004207.14|Psap	12339	12792	9708	11770
ENSMUSG00000004221.16|Ikbkg	1284	1516	1212	1295
ENSMUSG00000004231.15|Pax2	118	137	135	141
ENSMUSG00000004233.14|Wars2	431	548	543	545
ENSMUSG00000004263.15|Atn1	2820	2993	2358	2748
ENSMUSG00000004264.17|Phb2	5603	5710	6075	7059
ENSMUSG00000004266.15|Ptpn6	493	526	517	518
ENSMUSG00000004267.16|Eno2	176	191	157	188
ENSMUSG00000004268.11|Emg1	2473	2682	2928	3333
ENSMUSG00000004270.13|Lpcat3	2331	2524	3165	3907
ENSMUSG00000004285.12|Atp6v1f	2221	2165	1991	2235
ENSMUSG00000004317.14|Clcn5	2019	2320	1499	1695
ENSMUSG00000004319.15|Clcn3	3128	3708	3925	4373
ENSMUSG00000004356.8|Utp20	2350	2501	2519	2824
ENSMUSG00000004364.14|Cul3	6236	6952	6321	6913
ENSMUSG00000004371.15|Il11	175	172	129	154
ENSMUSG00000004383.18|Large1	440	519	408	491
ENSMUSG00000004393.10|Ddx56	1198	1214	1454	1635
ENSMUSG00000004394.12|Tmed4	1612	1662	1548	1923
ENSMUSG00000004446.12|Bid	1860	1998	1980	2335
ENSMUSG00000004451.14|Ralb	1031	1136	1096	1163
ENSMUSG00000004455.16|Ppp1cc	5532	6505	5020	5633
ENSMUSG00000004460.17|Dnajb11	1445	1724	1493	1864
ENSMUSG00000004462.7|Tbccd1	280	302	270	342
ENSMUSG00000004500.9|Zfp324	142	164	135	161
ENSMUSG00000004508.6|Gab2	752	757	637	744
ENSMUSG00000004530.12|Coro1c	4534	4860	4450	5134
ENSMUSG00000004535.12|Tax1bp1	6214	7357	7543	8220
ENSMUSG00000004540.7|Psg17	51	61	69	59
ENSMUSG00000004552.16|Ctse	1123	1200	641	837
ENSMUSG00000004558.15|Ndrg2	831	838	770	915
ENSMUSG00000004561.14|Mettl17	362	428	330	425
ENSMUSG00000004562.16|Arhgef40	2694	2830	2179	2492
ENSMUSG00000004565.15|Pnpla6	983	1036	976	1166
ENSMUSG00000004567.16|Mcoln1	1356	1525	1027	1340
ENSMUSG00000004568.12|Arhgef18	1325	1516	1349	1499
ENSMUSG00000004591.16|Pkn2	4841	5519	5403	5693
ENSMUSG00000004610.4|Etfb	1173	1042	1318	1572
ENSMUSG00000004626.14|Stxbp2	2273	2406	2306	2687
ENSMUSG00000004633.17|Chn2	1160	1250	1249	1366
ENSMUSG00000004637.15|Wwox	153	117	188	158
ENSMUSG00000004642.13|Slbp	1795	2153	1400	1618
ENSMUSG00000004655.5|Aqp1	4855	5226	3870	4567
ENSMUSG00000004661.15|Arid3b	123	144	137	132
ENSMUSG00000004665.10|Cnn2	1370	1442	1070	1152
ENSMUSG00000004667.18|Polr2e	2156	2152	2074	2344
ENSMUSG00000004677.17|Myo9b	1736	1768	1519	1722
ENSMUSG00000004698.10|Hdac9	60	61	133	153
ENSMUSG00000004707.14|Ly9	548	628	746	909
ENSMUSG00000004748.5|Mtfp1	48	59	54	51
ENSMUSG00000004768.14|Rab23	697	663	524	626
ENSMUSG00000004771.12|Rab11a	2693	3162	2491	2686
ENSMUSG00000004788.11|Eif2b2	1544	1599	1433	1670
ENSMUSG00000004789.10|Dlst	7358	7872	9382	11036
ENSMUSG00000004791.7|Pgf	149	184	149	187
ENSMUSG00000004798.14|Ulk2	475	595	571	586
ENSMUSG00000004815.12|Dgkq	420	526	356	404
ENSMUSG00000004837.2|Grap	23	30	50	51
ENSMUSG00000004843.7|Chmp2b	2647	3222	3157	3414
ENSMUSG00000004846.10|Plod3	1648	1600	1696	2020
ENSMUSG00000004849.14|Ap1s1	2303	2298	2160	2554
ENSMUSG00000004864.13|Mapk13	96	86	68	81
ENSMUSG00000004865.16|Srpk1	4882	5358	4339	4910
ENSMUSG00000004880.11|Lbr	2546	2914	2898	3341
ENSMUSG00000004891.16|Nes	1260	1292	973	1142
ENSMUSG00000004895.9|Prcc	872	872	737	861
ENSMUSG00000004896.16|Rrnad1	490	543	475	509
ENSMUSG00000004897.16|Hdgf	14831	15629	14584	16383
ENSMUSG00000004929.12|Thop1	914	985	810	888
ENSMUSG00000004931.11|Apba3	401	485	568	661
ENSMUSG00000004934.14|Pias4	496	552	380	433
ENSMUSG00000004936.8|Map2k1	2875	3197	2671	3021
ENSMUSG00000004937.6|Sgta	1980	2005	1901	2233
ENSMUSG00000004945.15|Tmem242	886	981	960	1048
ENSMUSG00000004947.15|Dtx2	301	341	260	330
ENSMUSG00000004951.10|Hspb1	559	477	781	814
ENSMUSG00000004952.13|Rasa4	152	149	151	193
ENSMUSG00000004980.16|Hnrnpa2b1	28597	33775	30333	32903
ENSMUSG00000004994.12|Ccdc130	369	374	435	471
ENSMUSG00000004996.9|Mri1	749	815	1077	1324
ENSMUSG00000005034.15|Prkacb	3278	3707	3667	4027
ENSMUSG00000005043.13|Sgsh	296	243	186	234
ENSMUSG00000005045.16|Chd5	402	431	456	466
ENSMUSG00000005054.7|Cstb	2194	2661	1919	2184
ENSMUSG00000005057.13|Sh2b2	71	83	67	70
ENSMUSG00000005069.12|Pex5	1226	1294	1259	1405
ENSMUSG00000005078.16|Jkamp	491	545	507	555
ENSMUSG00000005087.17|Cd44	13109	14360	12006	13619
ENSMUSG00000005089.15|Slc1a2	53	63	58	58
ENSMUSG00000005102.13|Eif2ak4	493	584	518	616
ENSMUSG00000005103.12|Wdr1	4603	4899	4607	5244
ENSMUSG00000005107.13|Slc2a9	63	74	92	109
ENSMUSG00000005124.10|Ccn4	127	152	149	152
ENSMUSG00000005125.13|Ndrg1	6495	7141	9279	10818
ENSMUSG00000005142.10|Man2b1	1227	1390	1068	1219
ENSMUSG00000005148.8|Klf5	5812	6675	8293	9238
ENSMUSG00000005150.16|Wdr83	379	405	367	434
ENSMUSG00000005161.15|Prdx2	4109	4427	3896	4288
ENSMUSG00000005198.15|Polr2a	8602	8773	8476	10368
ENSMUSG00000005204.12|Senp3	2775	3060	2317	2536
ENSMUSG00000005225.15|Plekha8	685	845	775	944
ENSMUSG00000005233.16|Spc25	397	447	403	426
ENSMUSG00000005251.15|Ripk4	1170	1350	1370	1443
ENSMUSG00000005262.13|Ufd1	1036	1152	935	1059
ENSMUSG00000005299.6|Letm1	1515	1658	1560	1810
ENSMUSG00000005312.15|Ubqln1	4778	5158	5139	5513
ENSMUSG00000005320.9|Fgfr4	141	164	170	201
ENSMUSG00000005354.16|Txn2	3188	3075	3126	3840
ENSMUSG00000005362.14|Crbn	1242	1424	1562	1783
ENSMUSG00000005364.11|Il5ra	1995	2526	1581	1788
ENSMUSG00000005370.4|Msh6	2221	2450	1737	1957
ENSMUSG00000005371.15|Fbxo11	3847	4565	4282	4644
ENSMUSG00000005373.13|Mlxipl	23	33	33	43
ENSMUSG00000005374.13|Tbl2	797	759	826	990
ENSMUSG00000005378.17|Bud23	377	431	390	428
ENSMUSG00000005397.8|Nid1	7231	7463	4746	5677
ENSMUSG00000005410.6|Mcm5	2064	2153	1428	1797
ENSMUSG00000005413.8|Hmox1	1445	1458	1331	1603
ENSMUSG00000005417.17|Mprip	9754	10881	8391	9247
ENSMUSG00000005442.13|Cic	1756	1778	1454	1708
ENSMUSG00000005447.12|Pafah1b3	1061	1004	1101	1160
ENSMUSG00000005469.10|Prkaca	2036	2092	1705	1959
ENSMUSG00000005470.8|Asf1b	543	566	511	582
ENSMUSG00000005481.18|Ddx39	2094	2195	2011	2411
ENSMUSG00000005483.10|Dnajb1	698	742	569	648
ENSMUSG00000005501.14|Usp40	1398	1513	1340	1545
ENSMUSG00000005505.12|Kbtbd4	402	411	312	355
ENSMUSG00000005506.16|Celf1	6202	6987	6105	6886
ENSMUSG00000005510.9|Ndufs3	1130	1256	1214	1441
ENSMUSG00000005514.14|Por	4108	4131	3897	4746
ENSMUSG00000005533.10|Igf1r	811	845	702	765
ENSMUSG00000005534.10|Insr	1607	1844	1568	1846
ENSMUSG00000005566.14|Trim28	6758	6757	6042	7150
ENSMUSG00000005575.16|Ube2m	1824	1992	2161	2467
ENSMUSG00000005580.11|Adcy9	167	141	175	247
ENSMUSG00000005609.16|Ctr9	783	888	795	844
ENSMUSG00000005610.17|Eif4g2	25556	28454	28369	31060
ENSMUSG00000005615.15|Pcyt1a	1183	1230	1315	1391
ENSMUSG00000005621.11|Zfp592	1009	1115	1041	1218
ENSMUSG00000005625.15|Psmd4	4170	4490	3840	4605
ENSMUSG00000005656.9|Snx6	2766	3167	3144	3242
ENSMUSG00000005667.8|Mthfd2	10419	11271	12094	14101
ENSMUSG00000005674.9|Tomm40l	650	584	719	849
ENSMUSG00000005682.9|Pan2	1008	1138	1125	1370
ENSMUSG00000005683.8|Cs	5910	5982	6097	7114
ENSMUSG00000005686.17|Ampd3	162	208	237	281
ENSMUSG00000005687.14|Bcas2	2362	2674	2414	2713
ENSMUSG00000005698.15|Ctcf	2317	2685	2537	2918
ENSMUSG00000005699.16|Pard6a	193	175	187	248
ENSMUSG00000005718.8|Tfap4	399	459	382	437
ENSMUSG00000005732.14|Ranbp1	2706	3341	2815	3143
ENSMUSG00000005774.12|Rfx5	423	480	591	644
ENSMUSG00000005779.12|Psmb4	3469	3967	3669	4196
ENSMUSG00000005802.12|Slc30a4	4307	5159	5702	6101
ENSMUSG00000005803.14|Sqor	2665	2740	3307	3620
ENSMUSG00000005804.14|Bloc1s6	958	1038	1065	1210
ENSMUSG00000005813.12|Metap1	1774	2077	2025	2226
ENSMUSG00000005823.9|Gpr108	1361	1305	1580	1913
ENSMUSG00000005836.10|Gata6	491	559	466	506
ENSMUSG00000005846.12|Rsl1d1	4345	5087	5137	5748
ENSMUSG00000005871.15|Apc	2794	3096	2940	3145
ENSMUSG00000005873.6|Reep5	3093	3387	3041	3718
ENSMUSG00000005881.13|Ergic3	2483	2425	2445	2975
ENSMUSG00000005882.18|Uqcc1	969	976	1032	1168
ENSMUSG00000005886.14|Ncoa2	1578	1832	1946	2084
ENSMUSG00000005893.14|Nr2c2	1950	2082	2368	2535
ENSMUSG00000005897.14|Nr2c1	455	549	518	601
ENSMUSG00000005899.14|Smpd4	850	903	860	978
ENSMUSG00000005907.14|Pex1	381	452	402	402
ENSMUSG00000005936.19|Kctd20	2804	3031	2881	3239
ENSMUSG00000005949.9|Ctns	576	695	443	504
ENSMUSG00000005951.13|Shpk	175	187	255	274
ENSMUSG00000005958.15|Ephb3	442	488	383	537
ENSMUSG00000005968.14|Tuft1	1191	1294	864	1060
ENSMUSG00000005973.6|Rcn1	111	134	213	221
ENSMUSG00000005981.11|Trap1	2667	2862	3520	4127
ENSMUSG00000005982.13|Naa60	909	959	849	995
ENSMUSG00000005983.15|1700037C18Rik	43	35	65	72
ENSMUSG00000005986.16|Ankrd13d	36	37	25	49
ENSMUSG00000006005.18|Tpr	7980	8617	8686	9795
ENSMUSG00000006010.14|Odr4	1147	1214	1254	1466
ENSMUSG00000006019.15|Dhx34	538	594	488	536
ENSMUSG00000006021.5|Kptn	274	249	251	256
ENSMUSG00000006024.13|Napa	3006	2956	2778	3146
ENSMUSG00000006050.12|Sra1	904	1022	898	1024
ENSMUSG00000006057.15|Atp5g1	2693	2521	2897	3380
ENSMUSG00000006058.10|Snf8	1070	1083	960	1116
ENSMUSG00000006095.12|Tbcb	541	525	491	548
ENSMUSG00000006127.9|Inpp5k	670	742	640	703
ENSMUSG00000006134.4|Crkl	2233	2333	2117	2390
ENSMUSG00000006143.12|Upk3bl	44	48	73	76
ENSMUSG00000006154.13|Eps8l1	43	48	39	53
ENSMUSG00000006169.19|Clint1	6305	6704	7566	8252
ENSMUSG00000006179.9|Prss16	30	28	47	55
ENSMUSG00000006191.17|Cdkal1	405	452	366	433
ENSMUSG00000006205.13|Htra1	960	1128	931	1104
ENSMUSG00000006215.12|Zbtb17	568	551	483	638
ENSMUSG00000006218.4|Fam131c	108	85	97	107
ENSMUSG00000006219.12|Fblim1	1379	1479	1001	1089
ENSMUSG00000006235.6|Epor	126	108	121	174
ENSMUSG00000006241.16|Ccdc159	112	163	153	135
ENSMUSG00000006262.15|Mob1b	2574	3046	2641	2763
ENSMUSG00000006273.14|Atp6v1b2	3257	3688	3221	3641
ENSMUSG00000006276.10|Eps15l1	1607	1815	1585	1855
ENSMUSG00000006281.8|Tep1	1125	1182	1395	1572
ENSMUSG00000006288.8|Ttc5	508	546	537	591
ENSMUSG00000006289.14|Osgep	435	456	403	414
ENSMUSG00000006299.13|Aamp	4328	4187	4173	4677
ENSMUSG00000006301.17|Tmbim1	3067	3353	3459	3979
ENSMUSG00000006304.14|Arpc2	9311	10505	9537	10552
ENSMUSG00000006307.16|Kmt2b	1663	1752	1723	2007
ENSMUSG00000006315.9|Tmem147	1214	1333	1316	1633
ENSMUSG00000006333.14|Rps9	17771	18025	19291	20252
ENSMUSG00000006335.16|Tfpt	189	196	176	178
ENSMUSG00000006342.15|Susd2	26	26	34	26
ENSMUSG00000006356.10|Crip2	590	604	491	570
ENSMUSG00000006360.11|Crip1	1265	1244	980	1006
ENSMUSG00000006362.16|Cbfa2t3	68	105	83	96
ENSMUSG00000006369.14|Fbln1	1027	1021	1229	1351
ENSMUSG00000006373.10|Pgrmc1	2909	3498	2705	3011
ENSMUSG00000006378.15|Gcat	682	714	811	944
ENSMUSG00000006390.15|Elovl1	1054	1136	1170	1505
ENSMUSG00000006392.16|Med8	890	1009	859	942
ENSMUSG00000006395.16|Hyi	134	132	225	217
ENSMUSG00000006398.15|Cdc20	1375	1485	1782	2231
ENSMUSG00000006403.13|Adamts4	403	371	734	785
ENSMUSG00000006412.10|Pfdn2	2558	2537	2379	2616
ENSMUSG00000006418.17|Rnf114	2308	2466	2186	2468
ENSMUSG00000006423.15|C330007P06Rik	1312	1514	1142	1269
ENSMUSG00000006435.16|Neurl1a	85	70	65	55
ENSMUSG00000006442.10|Srm	1881	1968	2436	2818
ENSMUSG00000006445.3|Epha2	19010	20000	18897	23636
ENSMUSG00000006456.10|Rbm14	751	869	905	1053
ENSMUSG00000006462.6|A530013C23Rik	43	44	52	73
ENSMUSG00000006463.13|Zdhhc24	225	256	187	244
ENSMUSG00000006464.9|Bbs1	104	96	148	163
ENSMUSG00000006471.18|Ndor1	817	842	828	846
ENSMUSG00000006476.19|Nsmf	737	779	656	741
ENSMUSG00000006494.11|Pdk1	1292	1530	1993	2086
ENSMUSG00000006498.16|Ptbp1	10181	11093	9623	11140
ENSMUSG00000006517.5|Mvd	253	286	236	284
ENSMUSG00000006519.11|Cyba	2161	2051	1926	2359
ENSMUSG00000006526.13|Tmem110	318	337	278	345
ENSMUSG00000006527.16|Sfmbt1	388	387	366	438
ENSMUSG00000006567.11|Atp7b	571	642	854	916
ENSMUSG00000006575.14|Rundc3a	30	45	47	73
ENSMUSG00000006576.16|Slc4a3	166	186	140	175
ENSMUSG00000006585.3|Cdt1	1930	2255	1438	1670
ENSMUSG00000006587.6|Snai3	47	46	59	72
ENSMUSG00000006589.8|Aprt	3299	3160	3425	3976
ENSMUSG00000006599.13|Gtf2h1	2158	2548	1914	2113
ENSMUSG00000006611.15|Hfe	225	228	378	370
ENSMUSG00000006638.14|Abhd1	77	76	98	108
ENSMUSG00000006641.12|Slc5a6	458	496	330	404
ENSMUSG00000006642.3|Tcf23	324	364	264	268
ENSMUSG00000006651.8|Aplp1	52	45	51	45
ENSMUSG00000006673.14|Qrich1	3356	3605	3574	4013
ENSMUSG00000006676.16|Usp19	3382	3683	3205	3645
ENSMUSG00000006678.6|Pola1	1618	1778	1269	1377
ENSMUSG00000006699.17|Cdc42	6207	6887	6737	7472
ENSMUSG00000006705.13|Pknox1	939	1084	1296	1415
ENSMUSG00000006715.11|Gmnn	603	708	484	563
ENSMUSG00000006717.7|Acot13	757	901	538	608
ENSMUSG00000006720.16|Zfp184	214	247	211	230
ENSMUSG00000006728.12|Cdk4	5964	6231	5699	6845
ENSMUSG00000006731.10|B4galnt1	1528	1593	1736	2080
ENSMUSG00000006732.14|Mettl1	755	782	1183	1253
ENSMUSG00000006736.9|Tspan31	2044	2157	2284	2720
ENSMUSG00000006740.14|Kif5b	10441	11937	9491	10157
ENSMUSG00000006763.14|Saal1	268	281	291	280
ENSMUSG00000006777.7|Krt23	4929	5309	5019	5426
ENSMUSG00000006782.16|Cnp	404	414	408	431
ENSMUSG00000006800.14|Sulf2	82	77	83	84
ENSMUSG00000006818.5|Sod2	1311	1439	1441	1510
ENSMUSG00000006850.8|Tmco6	235	259	427	500
ENSMUSG00000006906.10|Stambp	668	712	558	673
ENSMUSG00000006920.14|Ezh1	1140	1227	1276	1352
ENSMUSG00000006930.15|Hap1	251	287	219	237
ENSMUSG00000006931.15|P3h4	1106	1279	1168	1328
ENSMUSG00000006932.17|Ctnnb1	31507	34048	31449	36834
ENSMUSG00000006941.5|Eif1b	603	673	626	681
ENSMUSG00000006958.14|Chrd	49	56	52	62
ENSMUSG00000006998.16|Psmd2	6774	7235	6584	7678
ENSMUSG00000007021.5|Syngr3	161	224	252	270
ENSMUSG00000007029.16|Vars	11156	11945	12957	14832
ENSMUSG00000007030.8|Vwa7	26	24	39	41
ENSMUSG00000007034.15|Slc44a4	166	177	318	337
ENSMUSG00000007035.15|Msh5	111	108	183	194
ENSMUSG00000007036.15|Abhd16a	957	1053	1210	1364
ENSMUSG00000007038.5|Neu1	1799	1898	1390	1708
ENSMUSG00000007039.12|Ddah2	1294	1306	1266	1324
ENSMUSG00000007041.9|Clic1	8052	8087	9371	10812
ENSMUSG00000007050.17|Lsm2	1040	1196	892	1017
ENSMUSG00000007080.14|Pole	2331	2552	1616	1944
ENSMUSG00000007097.14|Atp1a2	26	35	71	76
ENSMUSG00000007207.10|Stx1a	275	312	309	371
ENSMUSG00000007216.6|Zfp775	95	101	95	86
ENSMUSG00000007338.10|Mrpl49	1099	1201	1036	1162
ENSMUSG00000007379.15|Dennd2c	220	232	187	284
ENSMUSG00000007411.16|Mark3	1607	1866	1413	1575
ENSMUSG00000007415.15|Gatad1	2120	2477	2029	2130
ENSMUSG00000007458.14|M6pr	3646	3980	3939	4595
ENSMUSG00000007476.18|Lrrc8a	839	935	714	935
ENSMUSG00000007564.15|Ppp2r1a	4363	4421	4997	5691
ENSMUSG00000007570.16|Fance	384	377	364	423
ENSMUSG00000007589.9|Tinf2	1143	1341	1206	1431
ENSMUSG00000007594.10|Hapln4	344	366	330	404
ENSMUSG00000007603.9|Dus3l	797	880	873	1025
ENSMUSG00000007610.15|Gtpbp3	457	478	412	500
ENSMUSG00000007613.15|Tgfbr1	2253	2532	2596	2930
ENSMUSG00000007617.18|Homer1	477	564	545	602
ENSMUSG00000007646.13|Rad51c	241	291	315	358
ENSMUSG00000007655.16|Cav1	7609	8388	5117	6149
ENSMUSG00000007656.13|Arpp19	2508	2690	2106	2272
ENSMUSG00000007659.18|Bcl2l1	2725	2859	2539	2900
ENSMUSG00000007670.10|Khsrp	5886	6619	5667	6732
ENSMUSG00000007721.6|Ccdc124	561	621	532	582
ENSMUSG00000007739.10|Cct4	6422	7730	7255	8003
ENSMUSG00000007777.9|0610009B22Rik	464	552	449	490
ENSMUSG00000007783.10|Cpt1c	87	90	77	104
ENSMUSG00000007805.4|Twist2	90	134	136	151
ENSMUSG00000007812.16|Zfp655	2199	2623	2008	2283
ENSMUSG00000007815.13|Rhoa	8198	9709	7896	8487
ENSMUSG00000007817.15|Zmiz1	3312	3376	4490	4870
ENSMUSG00000007827.10|Ankrd26	755	910	717	727
ENSMUSG00000007833.15|Aldh16a1	592	603	711	836
ENSMUSG00000007836.6|Hnrnpa0	2089	2813	2569	2711
ENSMUSG00000007837.11|Prrg2	282	287	266	316
ENSMUSG00000007850.16|Hnrnph1	11241	13392	12740	14016
ENSMUSG00000007867.9|Ift43	348	440	447	421
ENSMUSG00000007872.3|Id3	1023	1412	1587	1666
ENSMUSG00000007880.16|Arid1a	2917	3029	3109	3551
ENSMUSG00000007891.16|Ctsd	9928	10238	7561	9267
ENSMUSG00000007892.8|Rplp1	28576	28294	23927	27527
ENSMUSG00000007908.14|Hmgcll1	1557	1778	1872	1983
ENSMUSG00000007950.9|Abhd8	220	265	116	137
ENSMUSG00000007987.12|Ift22	202	251	177	229
ENSMUSG00000008035.12|Mid1ip1	1518	1770	2013	2315
ENSMUSG00000008036.11|Ap2s1	654	800	597	686
ENSMUSG00000008090.14|Fgfrl1	313	325	216	222
ENSMUSG00000008129.14|4930432K21Rik	114	104	81	97
ENSMUSG00000008136.14|Fhl2	1792	2008	1773	1959
ENSMUSG00000008140.17|Emc10	889	938	922	1165
ENSMUSG00000008167.14|Fbxw9	285	315	346	389
ENSMUSG00000008200.14|Fnbp4	1939	2222	2001	2204
ENSMUSG00000008226.14|Scrn3	481	552	543	605
ENSMUSG00000008301.11|Phax	862	997	932	964
ENSMUSG00000008305.18|Tle1	392	438	426	465
ENSMUSG00000008307.11|1700109H08Rik	25	41	30	36
ENSMUSG00000008318.10|Relt	88	95	70	65
ENSMUSG00000008333.12|Snrpb2	1216	1378	1284	1422
ENSMUSG00000008348.9|Ubc	13806	13284	13375	15993
ENSMUSG00000008373.16|Prpf31	1046	1114	1014	1138
ENSMUSG00000008384.8|Sertad1	450	501	405	468
ENSMUSG00000008393.9|Carhsp1	2885	2955	2993	3288
ENSMUSG00000008398.15|Elk3	1215	1308	1273	1381
ENSMUSG00000008429.8|Herpud2	1241	1457	1165	1311
ENSMUSG00000008435.15|Rdh13	520	565	431	534
ENSMUSG00000008450.8|Nutf2	2944	3152	2507	2775
ENSMUSG00000008461.6|Fut1	22	25	72	74
ENSMUSG00000008475.13|Arpc5	2999	3852	3222	3325
ENSMUSG00000008496.19|Pou2f2	484	468	538	513
ENSMUSG00000008540.11|Mgst1	1449	1574	1562	1483
ENSMUSG00000008575.17|Nfib	3025	3545	3005	3102
ENSMUSG00000008604.11|Ubqln4	3767	3741	3771	4458
ENSMUSG00000008668.15|Rps18	30989	29971	32008	36644
ENSMUSG00000008682.13|Rpl10	27094	28454	31571	35601
ENSMUSG00000008683.16|Rps15a	13102	14451	12606	13880
ENSMUSG00000008690.15|Ncaph2	2532	2605	2345	2553
ENSMUSG00000008730.17|Hipk1	5832	6266	5563	6308
ENSMUSG00000008734.9|Gprc5b	499	539	446	561
ENSMUSG00000008763.16|Man1a2	1907	2326	2363	2665
ENSMUSG00000008822.15|Acyp1	380	375	293	265
ENSMUSG00000008855.17|Hdac5	484	520	516	543
ENSMUSG00000008859.8|Rala	2816	3307	2888	2830
ENSMUSG00000008892.12|Vdac3	5294	5752	5299	5913
ENSMUSG00000008958.14|Vps72	1269	1305	1141	1326
ENSMUSG00000008976.16|Gabpa	2579	3041	2908	3014
ENSMUSG00000009013.5|Dynll1	4454	5011	3917	4434
ENSMUSG00000009030.14|Pdcl	605	660	729	762
ENSMUSG00000009035.15|Tmem184b	2116	2291	1858	2220
ENSMUSG00000009073.16|Nf2	1415	1617	1467	1691
ENSMUSG00000009076.10|Zmat5	161	152	205	197
ENSMUSG00000009079.16|Ewsr1	6871	7317	8219	9544
ENSMUSG00000009090.17|Ap1b1	1959	2109	1827	2240
ENSMUSG00000009108.15|Gnat2	66	52	113	115
ENSMUSG00000009112.4|Bcl2l13	2058	2404	2260	2553
ENSMUSG00000009145.6|Dqx1	299	340	476	557
ENSMUSG00000009207.15|Lnpk	858	972	954	1101
ENSMUSG00000009291.13|Pttg1ip	4329	4626	3768	4683
ENSMUSG00000009293.17|Ube2g2	2143	2116	2559	2944
ENSMUSG00000009376.15|Met	3501	3806	4111	4596
ENSMUSG00000009406.13|Elk1	622	734	534	595
ENSMUSG00000009418.15|Nav1	603	585	622	703
ENSMUSG00000009470.17|Tnpo1	8390	9661	9447	10607
ENSMUSG00000009535.13|Rnmt	2099	2357	2145	2352
ENSMUSG00000009545.14|Kcnq1	61	62	110	97
ENSMUSG00000009549.14|Srp14	1592	1718	1691	1964
ENSMUSG00000009555.16|Cdk9	1621	1783	1560	1741
ENSMUSG00000009563.16|Tor2a	655	754	790	908
ENSMUSG00000009566.12|Fpgs	872	871	963	1117
ENSMUSG00000009569.14|Mrtfb	803	863	914	993
ENSMUSG00000009575.14|Cbx5	7154	8304	6803	7735
ENSMUSG00000009585.18|Apobec3	2229	2431	3142	3392
ENSMUSG00000009614.16|Sardh	791	746	695	779
ENSMUSG00000009621.18|Vav2	490	537	564	606
ENSMUSG00000009630.10|Ppp2cb	1831	2128	2023	2276
